"soma_id","target_full_name","target","uniprot","entrez_gene_id","entrez_gene_symbol","dilution","col_check","uniprot_single","entrez_gene_id_single","gene_id","converted_seq_ids","intracellular","membrane","secreted"
"SL010288","Carbonic anhydrase 6","Carbonic anhydrase 6","P23280","765","CA6",0.5,"PASS","P23280","765","CA6","seq.13747.9",FALSE,FALSE,TRUE
"SL000515","C-C motif chemokine 8","MCP-2","P80075","6355","CCL8",10,"PASS","P80075","6355","CCL8","seq.13748.4",FALSE,FALSE,TRUE
"SL018834","Myocardial zonula adherens protein","MYZAP","P0CAP1","100820829","MYZAP",10,"PASS","P0CAP1","100820829","MYZAP","seq.13924.13",TRUE,FALSE,FALSE
"SL020268","RecQ-mediated genome instability protein 1","RMI1","Q9H9A7","80010","RMI1",10,"PASS","Q9H9A7","80010","RMI1","seq.13926.1",TRUE,FALSE,FALSE
"SL020289","Peroxisomal carnitine O-octanoyltransferase","OCTC","Q9UKG9","54677","CROT",10,"PASS","Q9UKG9","54677","CROT","seq.13929.27",TRUE,FALSE,FALSE
"SL007678","DNA dC->dU-editing enzyme APOBEC-3G","ABC3G","Q9HC16","60489","APOBEC3G",10,"PASS","Q9HC16","60489","APOBEC3G","seq.13930.3",TRUE,FALSE,FALSE
"SL012980","26S proteasome non-ATPase regulatory subunit 9","PSMD9","O00233","5715","PSMD9",10,"PASS","O00233","5715","PSMD9","seq.13931.22",TRUE,FALSE,FALSE
"SL005746","Rho guanine nucleotide exchange factor 7","COOL-1","Q14155","8874","ARHGEF7",10,"PASS","Q14155","8874","ARHGEF7","seq.13932.45",TRUE,FALSE,FALSE
"SL020257","NGFI-A-binding protein 1","NAB1","Q13506","4664","NAB1",0.5,"PASS","Q13506","4664","NAB1","seq.13933.276",TRUE,FALSE,FALSE
"SL014593","Guanine nucleotide exchange factor DBS","MCF2L","O15068","23263","MCF2L",10,"PASS","O15068","23263","MCF2L","seq.13934.3",TRUE,FALSE,FALSE
"SL020280","Phosphoglycerate kinase 2","PGK2","P07205","5232","PGK2",10,"PASS","P07205","5232","PGK2","seq.13936.24",TRUE,FALSE,FALSE
"SL008246","Cullin-associated NEDD8-dissociated protein 1","CAND1","Q86VP6","55832","CAND1",0.5,"PASS","Q86VP6","55832","CAND1","seq.13937.75",TRUE,FALSE,FALSE
"SL006519","UTP--glucose-1-phosphate uridylyltransferase","UGPA1","Q16851","7360","UGP2",10,"PASS","Q16851","7360","UGP2","seq.13939.14",TRUE,FALSE,FALSE
"SL025893","Gamma-interferon-inducible protein 16:Isoform 2, Hematopoietic expression, interferon-inducible nature, and nuclear localization 1","IP16:HIN 1","Q16666","3428","IFI16",10,"PASS","Q16666","3428","IFI16","seq.13940.19",TRUE,FALSE,FALSE
"SL020259","Phenylalanine--tRNA ligase, mitochondrial","SYFM","O95363","10667","FARS2",10,"PASS","O95363","10667","FARS2","seq.13941.82",TRUE,FALSE,FALSE
"SL020269","SPRY domain-containing SOCS box protein 1","SPSB1","Q96BD6","80176","SPSB1",10,"PASS","Q96BD6","80176","SPSB1","seq.13942.140",TRUE,FALSE,FALSE
"SL020276","Protein dpy-30 homolog","DPY30","Q9C005","84661","DPY30",10,"PASS","Q9C005","84661","DPY30","seq.13943.38",TRUE,FALSE,FALSE
"SL000578","Sulfotransferase 1A3","SULT 1A3","P0DMM9","445329","SULT1A3",10,"PASS","P0DMM9","445329","SULT1A3","seq.13944.3",TRUE,FALSE,FALSE
"SL020297","Probable ATP-dependent RNA helicase DDX23","DDX23","Q9BUQ8","9416","DDX23",10,"PASS","Q9BUQ8","9416","DDX23","seq.13946.8",TRUE,FALSE,FALSE
"SL020301","Peroxisomal NADH pyrophosphatase NUDT12","NUD12","Q9BQG2","83594","NUDT12",10,"PASS","Q9BQG2","83594","NUDT12","seq.13947.371",TRUE,FALSE,FALSE
"SL025871","Gamma-aminobutyric acid type B receptor subunit 2:Extracellular domain","GABR2:ECD","O75899","9568","GABBR2",10,"PASS","O75899","9568","GABBR2","seq.13948.50",TRUE,TRUE,FALSE
"SL025806","Collagen type IV alpha-3-binding protein:StAR-related lipid-transfer domain, isoform 2","C43BP:START domain","Q9Y5P4","10087","CERT1",10,"PASS","Q9Y5P4","10087","CERT1","seq.13950.9",TRUE,FALSE,FALSE
"SL020298","Glucosamine 6-phosphate N-acetyltransferase","GNA1","Q96EK6","64841","GNPNAT1",10,"PASS","Q96EK6","64841","GNPNAT1","seq.13954.9",TRUE,FALSE,FALSE
"SL007277","Death-associated protein kinase 1","DAPK1","P53355","1612","DAPK1",10,"PASS","P53355","1612","DAPK1","seq.13955.33",FALSE,TRUE,FALSE
"SL020270","Probable RNA-binding protein 46","RBM46","Q8TBY0","166863","RBM46",10,"PASS","Q8TBY0","166863","RBM46","seq.13958.5",TRUE,FALSE,FALSE
"SL000499","Cytosol aminopeptidase","LAP","P28838","51056","LAP3",10,"PASS","P28838","51056","LAP3","seq.13959.7",TRUE,FALSE,FALSE
"SL020282","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3","AGAP3","Q96P47","116988","AGAP3",10,"PASS","Q96P47","116988","AGAP3","seq.13960.15",TRUE,FALSE,FALSE
"SL020291","Kinesin-like protein KIF3A","KIF3A","Q9Y496","11127","KIF3A",0.5,"PASS","Q9Y496","11127","KIF3A","seq.13961.18",TRUE,FALSE,FALSE
"SL004521","Toll-interacting protein","tollip","Q9H0E2","54472","TOLLIP",10,"PASS","Q9H0E2","54472","TOLLIP","seq.13963.7",TRUE,FALSE,FALSE
"SL008254","Myomesin-3","MYOM3","Q5VTT5","127294","MYOM3",10,"PASS","Q5VTT5","127294","MYOM3","seq.13966.30",TRUE,FALSE,FALSE
"SL005724","Thioredoxin reductase 1, cytoplasmic","Thioredoxin reductase 1","Q16881","7296","TXNRD1",0.5,"PASS","Q16881","7296","TXNRD1","seq.13967.14",TRUE,FALSE,FALSE
"SL020292","Importin subunit alpha-7","IMA7","O60684","23633","KPNA6",10,"PASS","O60684","23633","KPNA6","seq.13969.24",TRUE,FALSE,FALSE
"SL020263","17-beta-hydroxysteroid dehydrogenase 14","DHB14","Q9BPX1","51171","HSD17B14",10,"PASS","Q9BPX1","51171","HSD17B14","seq.13972.4",TRUE,FALSE,FALSE
"SL020271","Tubulin--tyrosine ligase","TTL","Q8NG68","150465","TTL",10,"PASS","Q8NG68","150465","TTL","seq.13973.62",TRUE,FALSE,FALSE
"SL020284","Liprin-alpha-1","LIPA1","Q13136","8500","PPFIA1",10,"PASS","Q13136","8500","PPFIA1","seq.13975.56",TRUE,TRUE,FALSE
"SL015120","Rho guanine nucleotide exchange factor 1","ARHG1","Q92888","9138","ARHGEF1",10,"PASS","Q92888","9138","ARHGEF1","seq.13976.9",TRUE,FALSE,FALSE
"SL015168","BRCA1-associated RING domain protein 1","BARD1","Q99728","580","BARD1",10,"PASS","Q99728","580","BARD1","seq.13977.28",TRUE,FALSE,FALSE
"SL004696","T-box transcription factor TBX3","Tbx3","O15119","6926","TBX3",10,"PASS","O15119","6926","TBX3","seq.13978.122",TRUE,FALSE,FALSE
"SL020254","Anion exchange transporter","S26A7","Q8TE54","115111","SLC26A7",10,"PASS","Q8TE54","115111","SLC26A7","seq.13979.3",FALSE,TRUE,FALSE
"SL016529","Regulator of G-protein signaling 18","RGS18","Q9NS28","64407","RGS18",10,"PASS","Q9NS28","64407","RGS18","seq.13982.33",TRUE,FALSE,FALSE
"SL008181","Quinone oxidoreductase","QOR","Q08257","1429","CRYZ",10,"PASS","Q08257","1429","CRYZ","seq.13983.27",TRUE,FALSE,FALSE
"SL020293","ATP-dependent RNA helicase DDX25","DDX25","Q9UHL0","29118","DDX25",10,"PASS","Q9UHL0","29118","DDX25","seq.13984.23",TRUE,FALSE,FALSE
"SL007669","E3 ubiquitin-protein ligase SMURF2","SMUF2","Q9HAU4","64750","SMURF2",10,"PASS","Q9HAU4","64750","SMURF2","seq.13985.12",TRUE,FALSE,FALSE
"SL010800","LanC-like protein 1","LANC1","O43813","10314","LANCL1",10,"PASS","O43813","10314","LANCL1","seq.13986.6",TRUE,FALSE,FALSE
"SL020265","NmrA-like family domain-containing protein 1","NMRL1","Q9HBL8","57407","NMRAL1",10,"PASS","Q9HBL8","57407","NMRAL1","seq.13988.67",TRUE,FALSE,FALSE
"SL003652","Pyruvate carboxylase, mitochondrial","pyruvate carboxylase","P11498","5091","PC",10,"PASS","P11498","5091","PC","seq.13990.1",TRUE,FALSE,FALSE
"SL020285","Eukaryotic translation initiation factor 4 gamma 3","IF4G3","O43432","8672","EIF4G3",10,"PASS","O43432","8672","EIF4G3","seq.13991.47",TRUE,FALSE,FALSE
"SL007239","Vesicle-fusing ATPase","NSF","P46459","4905","NSF",0.5,"PASS","P46459","4905","NSF","seq.13992.12",TRUE,FALSE,FALSE
"SL020300","Band 4.1-like protein 1","E41L1","Q9H4G0","2036","EPB41L1",10,"PASS","Q9H4G0","2036","EPB41L1","seq.13993.20",TRUE,FALSE,FALSE
"SL020302","rRNA 2'-O-methyltransferase fibrillarin","FBRL","P22087","2091","FBL",10,"PASS","P22087","2091","FBL","seq.13994.1",TRUE,FALSE,FALSE
"SL020266","Phosphopantothenoylcysteine decarboxylase","COAC","Q96CD2","60490","PPCDC",10,"PASS","Q96CD2","60490","PPCDC","seq.13996.16",TRUE,FALSE,FALSE
"SL020277","Adenylosuccinate synthetase isozyme 1","PURA1","Q8N142","122622","ADSS1",10,"PASS","Q8N142","122622","ADSS1","seq.13998.26",TRUE,FALSE,FALSE
"SL020303","Dedicator of cytokinesis protein 9","DOCK9","Q9BZ29","23348","DOCK9",10,"PASS","Q9BZ29","23348","DOCK9","seq.14002.18",TRUE,FALSE,FALSE
"SL008319","Chromodomain-helicase-DNA-binding protein 7","CHD7","Q9P2D1","55636","CHD7",10,"PASS","Q9P2D1","55636","CHD7","seq.14005.2",TRUE,FALSE,FALSE
"SL020278","Glycine N-methyltransferase","GNMT","Q14749","27232","GNMT",10,"PASS","Q14749","27232","GNMT","seq.14006.36",TRUE,FALSE,FALSE
"SL020287","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1","PAPS1","O43252","9061","PAPSS1",10,"PASS","O43252","9061","PAPSS1","seq.14007.22",TRUE,FALSE,FALSE
"SL020295","mRNA-decapping enzyme 1A","DCP1A","Q9NPI6","55802","DCP1A",10,"PASS","Q9NPI6","55802","DCP1A","seq.14008.22",TRUE,FALSE,FALSE
"SL005721","Tumor necrosis factor alpha-induced protein 3","TNFAIP3","P21580","7128","TNFAIP3",10,"PASS","P21580","7128","TNFAIP3","seq.14009.65",TRUE,FALSE,FALSE
"SL004809","Protein S100-A11","S100A11","P31949","6282","S100A11",10,"PASS","P31949","6282","S100A11","seq.14011.17",TRUE,FALSE,FALSE
"SL007593","Probable ATP-dependent RNA helicase DHX58","LGP2","Q96C10","79132","DHX58",10,"PASS","Q96C10","79132","DHX58","seq.14012.17",TRUE,FALSE,FALSE
"SL015118","TRAF family member-associated NF-kappa-B activator","TANK","Q92844","10010","TANK",10,"PASS","Q92844","10010","TANK","seq.14013.11",TRUE,FALSE,FALSE
"SL020305","Envoplakin","EVPL","Q92817","2125","EVPL",10,"PASS","Q92817","2125","EVPL","seq.14019.73",TRUE,FALSE,FALSE
"SL020316","Mediator of RNA polymerase II transcription subunit 4","MED4","Q9NPJ6","29079","MED4",10,"PASS","Q9NPJ6","29079","MED4","seq.14021.81",TRUE,FALSE,FALSE
"SL004350","Interleukin-17B","IL-17B","Q9UHF5","27190","IL17B",10,"PASS","Q9UHF5","27190","IL17B","seq.14022.17",FALSE,FALSE,TRUE
"SL004660","Bone sialoprotein 2","BSP","P21815","3381","IBSP",0.5,"PASS","P21815","3381","IBSP","seq.14023.84",FALSE,FALSE,TRUE
"SL004644","Ectodysplasin-A, secreted form","EDA","Q92838","1896","EDA",10,"PASS","Q92838","1896","EDA","seq.14024.196",TRUE,TRUE,FALSE
"SL004126","Tumor necrosis factor receptor superfamily member 9","4-1BB","Q07011","3604","TNFRSF9",10,"PASS","Q07011","3604","TNFRSF9","seq.14025.18",FALSE,TRUE,FALSE
"SL004352","Interleukin-17F","IL-17F","Q96PD4","112744","IL17F",10,"PASS","Q96PD4","112744","IL17F","seq.14026.24",FALSE,FALSE,TRUE
"SL020311","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha","P3C2A","O00443","5286","PIK3C2A",10,"PASS","O00443","5286","PIK3C2A","seq.14028.22",TRUE,FALSE,FALSE
"SL010966","COP9 signalosome complex subunit 2","CSN2","P61201","9318","COPS2",0.5,"PASS","P61201","9318","COPS2","seq.14029.42",TRUE,FALSE,FALSE
"SL004649","Tumor necrosis factor ligand superfamily member 4","OX40 Ligand","P23510","7292","TNFSF4",10,"PASS","P23510","7292","TNFSF4","seq.14030.21",TRUE,FALSE,FALSE
"SL001691","Fibroblast growth factor 7","FGF7","P21781","2252","FGF7",10,"PASS","P21781","2252","FGF7","seq.14031.18",TRUE,FALSE,TRUE
"SL003310","Vascular endothelial growth factor A, isoform 121","VEGF121","P15692","7422","VEGFA",10,"PASS","P15692","7422","VEGFA","seq.14032.2",TRUE,FALSE,TRUE
"SL001890","Tumor-associated calcium signal transducer 2","GA733-1 protein","P09758","4070","TACSTD2",10,"PASS","P09758","4070","TACSTD2","seq.14034.22",FALSE,TRUE,FALSE
"SL007386","T-lymphoma invasion and metastasis-inducing protein 1","TIAM1","Q13009","7074","TIAM1",10,"PASS","Q13009","7074","TIAM1","seq.14035.13",TRUE,FALSE,FALSE
"SL020312","Multiple PDZ domain protein","MPDZ","O75970","8777","MPDZ",10,"PASS","O75970","8777","MPDZ","seq.14036.116",TRUE,FALSE,FALSE
"SL013273","Ran-binding protein 3","RANB3","Q9H6Z4","8498","RANBP3",10,"PASS","Q9H6Z4","8498","RANBP3","seq.14037.18",TRUE,FALSE,FALSE
"SL007049","Cystatin-F","CYTF","O76096","8530","CST7",10,"PASS","O76096","8530","CST7","seq.14038.130",FALSE,FALSE,TRUE
"SL003863","Kallikrein-5","kallikrein 5","Q9Y337","25818","KLK5",10,"PASS","Q9Y337","25818","KLK5","seq.14039.33",FALSE,FALSE,TRUE
"SL004068","Granzyme B","Granzyme B","P10144","3002","GZMB",10,"PASS","P10144","3002","GZMB","seq.14041.13",TRUE,FALSE,TRUE
"SL003770","Secreted frizzled-related protein 1","SARP-2","Q8N474","6422","SFRP1",10,"PASS","Q8N474","6422","SFRP1","seq.14042.11",TRUE,FALSE,TRUE
"SL008204","Early endosome antigen 1","EEA1","Q15075","8411","EEA1",10,"PASS","Q15075","8411","EEA1","seq.14043.12",TRUE,FALSE,FALSE
"SL020317","Nuclear receptor coactivator 2","NCOA2","Q15596","10499","NCOA2",10,"PASS","Q15596","10499","NCOA2","seq.14045.12",TRUE,FALSE,FALSE
"SL003951","Brain-derived neurotrophic factor","BDNF","P23560","627","BDNF",0.5,"PASS","P23560","627","BDNF","seq.14047.78",TRUE,TRUE,TRUE
"SL004588","Interleukin-1 Receptor accessory protein","IL-1 R AcP","Q9NPH3","3556","IL1RAP",0.005,"PASS","Q9NPH3","3556","IL1RAP","seq.14048.7",TRUE,TRUE,TRUE
"SL000483","Interleukin-7","IL-7","P13232","3574","IL7",10,"PASS","P13232","3574","IL7","seq.14049.17",FALSE,FALSE,TRUE
"SL004140","Ephrin-A4","Ephrin-A4","P52798","1945","EFNA4",10,"PASS","P52798","1945","EFNA4","seq.14050.61",FALSE,TRUE,TRUE
"SL007629","Forkhead box protein C2","FOXC2","Q99958","2303","FOXC2",10,"PASS","Q99958","2303","FOXC2","seq.14051.54",TRUE,FALSE,FALSE
"SL009417","Protein unc-13 homolog A","UN13A","Q9UPW8","23025","UNC13A",10,"PASS","Q9UPW8","23025","UNC13A","seq.14052.26",TRUE,FALSE,FALSE
"SL004151","Interleukin-15 receptor subunit alpha","IL-15 Ra","Q13261","3601","IL15RA",10,"PASS","Q13261","3601","IL15RA","seq.14054.17",TRUE,TRUE,TRUE
"SL013948","Glycoprotein hormones alpha chain","Glycoprotein hormones a-chain","P01215","1081","CGA",10,"PASS","P01215","1081","CGA","seq.14056.4",FALSE,FALSE,TRUE
"SL004686","Tumor necrosis factor ligand superfamily member 15","TNFSF15","O95150","9966","TNFSF15",10,"PASS","O95150","9966","TNFSF15","seq.14057.68",TRUE,FALSE,TRUE
"SL007435","Neutrophil cytosol factor 4","NCF4","Q15080","4689","NCF4",10,"PASS","Q15080","4689","NCF4","seq.14060.67",TRUE,FALSE,FALSE
"SL002541","Tumor necrosis factor ligand superfamily member 11","sRANKL","O14788","8600","TNFSF11",10,"PASS","O14788","8600","TNFSF11","seq.14061.48",TRUE,TRUE,TRUE
"SL000530","Oncostatin-M","OSM","P13725","5008","OSM",10,"PASS","P13725","5008","OSM","seq.14063.17",TRUE,FALSE,TRUE
"SL004515","Peptidoglycan recognition protein 1","PGRP-S","O75594","8993","PGLYRP1",10,"PASS","O75594","8993","PGLYRP1","seq.14064.21",FALSE,FALSE,TRUE
"SL025816","T-cell surface glycoprotein CD5:Cytoplasmic domain","CD5:CD","P06127","921","CD5",10,"PASS","P06127","921","CD5","seq.14065.11",TRUE,TRUE,FALSE
"SL020306","Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2","MAGI2","Q86UL8","9863","MAGI2",10,"PASS","Q86UL8","9863","MAGI2","seq.14066.49",TRUE,FALSE,FALSE
"SL008289","Plakophilin-2","PKP2","Q99959","5318","PKP2",10,"PASS","Q99959","5318","PKP2","seq.14067.6",TRUE,FALSE,FALSE
"SL003197","C-C motif chemokine 25","TECK","O15444","6370","CCL25",10,"PASS","O15444","6370","CCL25","seq.14068.29",FALSE,FALSE,TRUE
"SL010369","Carbonic anhydrase 4","Carbonic Anhydrase IV","P22748","762","CA4",10,"PASS","P22748","762","CA4","seq.14069.61",TRUE,TRUE,FALSE
"SL018907","Intersectin-1","ITSN1","Q15811","6453","ITSN1",10,"PASS","Q15811","6453","ITSN1","seq.14070.56",TRUE,TRUE,FALSE
"SL005679","Translationally-controlled tumor protein","TCTP","P13693","7178","TPT1",0.5,"PASS","P13693","7178","TPT1","seq.14072.9",TRUE,FALSE,FALSE
"SL000440","Hemopexin","Hemopexin","P02790","3263","HPX",0.005,"PASS","P02790","3263","HPX","seq.14073.31",FALSE,FALSE,TRUE
"SL020307","SHC-transforming protein 2","SHC2","P98077","25759","SHC2",10,"PASS","P98077","25759","SHC2","seq.14074.2",TRUE,FALSE,FALSE
"SL007888","Cystatin-S","Cystatin-S","P01036","1472","CST4",10,"PASS","P01036","1472","CST4","seq.14076.74",FALSE,FALSE,TRUE
"SL002086","Ficolin-3","Ficolin-3","O75636","8547","FCN3",0.5,"PASS","O75636","8547","FCN3","seq.14077.6",FALSE,FALSE,TRUE
"SL003186","Lymphotactin","Lymphotactin","P47992","6375","XCL1",10,"PASS","P47992","6375","XCL1","seq.14078.69",FALSE,FALSE,TRUE
"SL004152","Interleukin-18 receptor 1","IL-18 Ra","Q13478","8809","IL18R1",10,"PASS","Q13478","8809","IL18R1","seq.14079.14",TRUE,TRUE,FALSE
"SL005227","NKG2D ligand 1","ULBP-1","Q9BZM6","80329","ULBP1",10,"PASS","Q9BZM6","80329","ULBP1","seq.14081.5",FALSE,TRUE,FALSE
"SL016540","Talin-2","TLN2","Q9Y4G6","83660","TLN2",10,"PASS","Q9Y4G6","83660","TLN2","seq.14082.56",TRUE,FALSE,FALSE
"SL020314","Selenide, water dikinase 1","SPS1","P49903","22929","SEPHS1",10,"PASS","P49903","22929","SEPHS1","seq.14083.25",TRUE,FALSE,FALSE
"SL001718","Interleukin-13","IL-13","P35225","3596","IL13",10,"PASS","P35225","3596","IL13","seq.14085.28",FALSE,FALSE,TRUE
"SL012754","Acid sphingomyelinase-like phosphodiesterase 3a","ASM3A","Q92484","10924","SMPDL3A",0.5,"PASS","Q92484","10924","SMPDL3A","seq.14086.11",TRUE,FALSE,TRUE
"SL005172","Insulin-like growth factor-binding protein 6","IGFBP-6","P24592","3489","IGFBP6",0.5,"PASS","P24592","3489","IGFBP6","seq.14088.38",FALSE,FALSE,TRUE
"SL020308","Differentially expressed in FDCP 6 homolog","DEFI6","Q9H4E7","50619","DEF6",10,"PASS","Q9H4E7","50619","DEF6","seq.14090.23",TRUE,FALSE,FALSE
"SL005371","Carbonyl reductase [NADPH] 3","Carbonyl reductase 3","O75828","874","CBR3",10,"PASS","O75828","874","CBR3","seq.14091.42",TRUE,FALSE,FALSE
"SL004343","Fms-related tyrosine kinase 3 ligand","Flt3 ligand","P49771","2323","FLT3LG",10,"PASS","P49771","2323","FLT3LG","seq.14093.10",TRUE,TRUE,FALSE
"SL000138","Heparin-binding EGF-like growth factor","HB-EGF","Q99075","1839","HBEGF",10,"PASS","Q99075","1839","HBEGF","seq.14094.29",FALSE,TRUE,TRUE
"SL005204","NKG2-D type II integral membrane protein","NKG2D","P26718","100528032","KLRK1",10,"PASS","P26718","100528032","KLRK1","seq.14095.1",FALSE,TRUE,FALSE
"SL007502","Carbohydrate sulfotransferase 15","ST4S6","Q7LFX5","51363","CHST15",0.5,"PASS","Q7LFX5","51363","CHST15","seq.14097.86",TRUE,TRUE,FALSE
"SL020309","Cysteine--tRNA ligase, cytoplasmic","SYCC","P49589","833","CARS1",10,"PASS","P49589","833","CARS1","seq.14098.28",TRUE,FALSE,FALSE
"SL009468","Proteasome subunit alpha type-4","PSA4","P25789","5685","PSMA4",10,"PASS","P25789","5685","PSMA4","seq.14099.20",TRUE,FALSE,FALSE
"SL007929","Complement C1q subcomponent subunit C","C1QC","P02747","714","C1QC",10,"PASS","P02747","714","C1QC","seq.14100.63",FALSE,FALSE,TRUE
"SL005153","Ciliary neurotrophic factor receptor subunit alpha","CNTFR alpha","P26992","1271","CNTFR",0.5,"PASS","P26992","1271","CNTFR","seq.14101.2",TRUE,TRUE,FALSE
"SL000678","Granulysin","Granulysin","P22749","10578","GNLY",0.5,"PASS","P22749","10578","GNLY","seq.14102.6",TRUE,FALSE,TRUE
"SL010619","Tryptase gamma","TPSG1","Q9NRR2","25823","TPSG1",10,"PASS","Q9NRR2","25823","TPSG1","seq.14103.12",FALSE,TRUE,FALSE
"SL026018","TLR4 interactor with leucine rich repeats:Cytoplasmic domain","TRIL:CD","Q7L0X0","9865","TRIL",10,"PASS","Q7L0X0","9865","TRIL","seq.14104.1",FALSE,TRUE,FALSE
"SL004876","Kallistatin","Kallistatin","P29622","5267","SERPINA4",0.005,"PASS","P29622","5267","SERPINA4","seq.14105.5",FALSE,FALSE,TRUE
"SL003682","Rap1 GTPase-GDP dissociation stimulator 1","GDP/GTP exchange protein","P52306","5910","RAP1GDS1",10,"PASS","P52306","5910","RAP1GDS1","seq.14106.46",TRUE,FALSE,FALSE
"SL020315","5-formyltetrahydrofolate cyclo-ligase","MTHFS","P49914","10588","MTHFS",10,"PASS","P49914","10588","MTHFS","seq.14107.1",TRUE,FALSE,FALSE
"SL000584","Transforming growth factor beta-1","TGF-b1","P01137","7040","TGFB1",10,"PASS","P01137","7040","TGFB1","seq.14108.15",TRUE,FALSE,TRUE
"SL003190","C-C motif chemokine 15","MIP-5","Q16663","6359","CCL15",0.5,"PASS","Q16663","6359","CCL15","seq.14109.15",TRUE,FALSE,TRUE
"SL000532","SPARC","ON","P09486","6678","SPARC",10,"PASS","P09486","6678","SPARC","seq.14110.200",TRUE,FALSE,TRUE
"SL007206","Thrombospondin-2","TSP2","P35442","7058","THBS2",10,"PASS","P35442","7058","THBS2","seq.14111.15",FALSE,FALSE,TRUE
"SL005213","Tumor necrosis factor receptor superfamily member 19L","RELT","Q969Z4","84957","RELT",10,"PASS","Q969Z4","84957","RELT","seq.14112.40",TRUE,TRUE,FALSE
"SL019019","PILR alpha-associated neural protein","PIANP","Q8IYJ0","196500","PIANP",10,"PASS","Q8IYJ0","196500","PIANP","seq.14114.18",TRUE,TRUE,FALSE
"SL002782","Adrenomedullin","Adrenomedullin","P35318","133","ADM",0.5,"PASS","P35318","133","ADM","seq.14115.34",TRUE,FALSE,TRUE
"SL004821","Protein S100-A4","S100A4","P26447","6275","S100A4",0.5,"PASS","P26447","6275","S100A4","seq.14116.129",TRUE,FALSE,FALSE
"SL018629","E3 ubiquitin-protein ligase RNF43","RNF43","Q68DV7","54894","RNF43",10,"PASS","Q68DV7","54894","RNF43","seq.14120.2",FALSE,TRUE,FALSE
"SL004159","Tumor necrosis factor receptor superfamily member 10D","TRAIL R4","Q9UBN6","8793","TNFRSF10D",10,"PASS","Q9UBN6","8793","TNFRSF10D","seq.14121.24",FALSE,TRUE,FALSE
"SL018971","E3 ubiquitin-protein ligase ZNRF3","ZNRF3","Q9ULT6","84133","ZNRF3",10,"PASS","Q9ULT6","84133","ZNRF3","seq.14122.132",FALSE,TRUE,FALSE
"SL025873","V-type immunoglobulin domain-containing suppressor of T-cell activation:Extracellular domain","GI24:ECD","Q9H7M9","64115","VSIR",10,"PASS","Q9H7M9","64115","VSIR","seq.14123.34",FALSE,TRUE,FALSE
"SL004843","Ephrin-A2","Ephrin-A2","O43921","1943","EFNA2",10,"PASS","O43921","1943","EFNA2","seq.14124.6",TRUE,FALSE,FALSE
"SL004747","Apolipoprotein M","ApoM","O95445","55937","APOM",0.5,"PASS","O95445","55937","APOM","seq.14125.5",TRUE,FALSE,TRUE
